page,titles,comment_count,source
13,Too Young for 7 Days?,3,dads_corner
13,Anxiety & Back to work,1,dads_corner
13,Anxious to meet the baby,1,dads_corner
13,Baby's room mural,4,dads_corner
13,Just found out she’s pregnant (first time),5,dads_corner
13,How to deal with it,13,dads_corner
13,Paid Family Leave: Help,3,dads_corner
13,First time father! any tips from anyone,2,dads_corner
13,Not sure if this is for me... this feeling changes right???,3,dads_corner
13,Long vent - opinions welcome,1,dads_corner
13,Foreplay after the baby?,1,dads_corner
13,Question for People with a Penis,20,dads_corner
13,15 weeks in. How can I make this easy on my wife?,6,dads_corner
13,Surname,1,dads_corner
13,Working at night,1,dads_corner
13,Working my butt off.,11,dads_corner
13,Fiancé wants to keep baby away from my side of the family. Is this right or wrong? Looking for opinions from both men and women.,10,dads_corner
13,What can we do in labour to help?...,7,dads_corner
13,"1st time dad, need help please",2,dads_corner
13,TWW frustration,9,dads_corner
13,"Asking for advice from men: worried husband is taking out anger on 3 year old daughter, long read but help is appreciated",12,dads_corner
13,4 weeks until due date! How to be supportive during delivery?,3,dads_corner
13,4 day old sleep position,1,dads_corner
13,Sex during pregnancy ,4,dads_corner
13,my girlfriend and i our expecting our first child but see dosemt want to see me amd involve me whatever i do is wrong ,0,dads_corner
13,Women's hair,4,dads_corner
13,Same sex couples,3,dads_corner
13,Proud FTD.. heres my newborn! Share yours,1,dads_corner
13,Signs of PPD in Dad's?,1,dads_corner
14,Gender Disappointment - help please,8,dads_corner
14,Food for my wife?,1,dads_corner
14,Hope,6,dads_corner
14,New Father - due in September.,8,dads_corner
14,Please help !! Ppd for dad..,3,dads_corner
14,Everything i say seems to hurt her feelings. And i feel so confused.,2,dads_corner
14,Anybody else dealing with this?,11,dads_corner
14,First Pic!,1,dads_corner
14,Opinions and input please men and women,9,dads_corner
14,First time father,5,dads_corner
14,In awe and so attracted of my wife,2,dads_corner
14,"Everything right, everything wrong",6,dads_corner
14,Afraid I won't love baby,1,dads_corner
14,Not sure what to do,9,dads_corner
14,My Girlfriend doesn't want to be with me anymore,12,dads_corner
14,"Hey dads, need opinions.",3,dads_corner
14,"Miscarriage, need men's advice",9,dads_corner
14,Alright guys... I need you,5,dads_corner
14,Tdap,2,dads_corner
14,January 2018 moms and dads facebook group,0,dads_corner
14,Need some advice asap,15,dads_corner
14,Dads Facebook group,2,dads_corner
14,Vent session,1,dads_corner
14,Maternal Aggression,2,dads_corner
14,need a guys advice about father...,3,dads_corner
14,Am I being unreasonable?,6,dads_corner
14,Father's Day question pool,3,dads_corner
14,A mom seeking men's advice.,7,dads_corner
14,Umbilical cord?,2,dads_corner
14,"Hating the ""sorry, girl here, just thought I'd...""",12,dads_corner
14,Need help,3,dads_corner
14,Having a baby at 50 !,13,dads_corner
14,Feeling left out,1,dads_corner
14,Dad's duty during labor,1,dads_corner
14,"This is for dads who have been through a miscarriage, if you think you can't talk to anyone about it and you want to this is the place to.",8,dads_corner
14,Second baby and wanting to leave him,6,dads_corner
14,Suggestions for Baby's needs...,5,dads_corner
14,Wanting a man's perspective,2,dads_corner
14,woman needing a guys imput!,16,dads_corner
14,Second time Dad,0,dads_corner
14,.,1,dads_corner
14,Opinions please dads,8,dads_corner
14,First time dad....,2,dads_corner
14,First time father to be here,6,dads_corner
14,Telling 3yr old about sibling otw,1,dads_corner
14,Child Support Advice,7,dads_corner
14,Dad to be going out...,4,dads_corner
14,Being the Rock,4,dads_corner
14,Need a mans perspective,6,dads_corner
14,It's a boy!!!,5,dads_corner
15,Bonding Time,2,dads_corner
15,Old version of Fun,1,dads_corner
15,Ridiculous request?,10,dads_corner
15,Help for V-day please!',2,dads_corner
15,Work Related Stress - Help!,2,dads_corner
15,All the emotions the man goes through,12,dads_corner
15,Mother-In-Law is staying with us. Help.,4,dads_corner
15,New to parenting,2,dads_corner
15,First Time Dad! Help!,8,dads_corner
15,Houston Tx Moms,1,dads_corner
15,Sex after natural birth,4,dads_corner
15,First time father overseas,9,dads_corner
15,Exhausted,2,dads_corner
15,Boot/Trunk Space for Pram,2,dads_corner
15,Pregnant wife needs help- sex,3,dads_corner
15,Hope this is ok...,0,dads_corner
15,Nurturing choice and free thinking,0,dads_corner
15,Cloth Diapers,11,dads_corner
15,C-section on the 18th,0,dads_corner
15,No sex need advice... NSFW,12,dads_corner
15,Absolutely NO sex drive...,2,dads_corner
15,Boy or girl?,2,dads_corner
15,He doesn't touch me,8,dads_corner
15,My husband just told me to get out of his face,6,dads_corner
15,How to manage gym and morning sickness,2,dads_corner
15,Mc,1,dads_corner
15,How to deal,5,dads_corner
15,OT: Wife Needing Golf Advice,3,dads_corner
15,Fear of not bonding,4,dads_corner
15,Calling all daddys!,1,dads_corner
15,S/O Parent,5,dads_corner
15,Guys point of view please (pic),11,dads_corner
15,Number 2,4,dads_corner
15,Popping the question,1,dads_corner
15,Not sure i will make it through,7,dads_corner
15,First post... First time Father,4,dads_corner
15,Anyone had this problem before help!,1,dads_corner
15,"Pregnancy and the ""I"" word.",11,dads_corner
15,Mosquitos plug in repellents.,0,dads_corner
15,My 52 year old boyfriend says he's not ready to be a father yet,1,dads_corner
15,Push present for dad,1,dads_corner
15,CBD for morning sickness???,6,dads_corner
1,Porn,43,archive
1,Need advice - why is he obsessed ,19,archive
1,Sex after baby? ,15,archive
1,Gf throwing up yellow liquid during morning sickness. Is this normal?,10,archive
1,My baby has an extra chromosome? XXY,12,archive
1,Begging for sex!,100,archive
1,Her farts.... They're killin me. ,7,archive
1,Advice please! Hubby is down. ,3,archive
1,Circumcision: What are you choosing and why?,25,archive
1,Wife won't listen,23,archive
1,New dad sleeping in hospital waiting room,20,archive
1,Mother In Law In Town,14,archive
1,Bad Dreams For Me (Dad),11,archive
1,Fed up with gf's lack of affection,11,archive
1,Night feeds and working.,14,archive
1,Semen in underwear?!?!,17,archive
1,Is naming son with your own name a good idea?,12,archive
1,Wife Suddenly Cant Stand My Smell,15,archive
1,Lack of Affection - 5/6Weeks Pregnant,17,archive
1,Tough time in first trimester,10,archive
1,So now she wants me to be an every other weekend dad.,8,archive
1,hospital gift ideas for my boyfriend,15,archive
1,GF pregnant and has stopped loving me.,9,archive
1,The Mother of my child hates me an I have no clue why,7,archive
1,7 months pregnant no sex,14,archive
1,pregnant wife seems to hate me,13,archive
1,ready to blow my brains out.,17,archive
1,To All The Ladies Who Think I am Rude,138,archive
1,Can't have sex with my wife while she is pregnant.,8,archive
1,Push present ideas?!?!,43,archive
1,Wife thinks I'm selfish ,24,archive
1,Loving Spouse more than Child,20,archive
1,is ivy a stripper name?,9,archive
1,so sick of masturbation,10,archive
1,gf is pregnant with no ring ,15,archive
1,Is the baby mine?,38,archive
1,"Jackson, Jaxon, or Jaxen? ",49,archive
1,making me fat!,8,archive
1,Chase-,19,archive
1,Cleaning Daughter's Vagina - And She Laughs!,9,archive
1,My son always looks worried ,11,archive
1,Touching My Wife's Pregnant Belly,46,archive
1,Life after miscarriage,21,archive
1,baby monitor vs ip camera as baby monitor ,8,archive
1,dad is always horny advice,10,archive
1,manly minivan?,28,archive
1,very strong smell,25,archive
1,Dramatic wife,29,archive
1,dizzy wife,17,archive
1,the godfather... well not really,7,archive
2,I need a guys help! ,11,archive
2,crunch time,1,archive
2,Sleeping In The Nude,14,archive
2,breastfeeding turn on?,12,archive
2,Babymoon and Push Gifts ,38,archive
2,She wants sex 24/7,11,archive
2,Staying at the hospital,18,archive
2,Diaper Party,10,archive
2,Flat......Eggshell or Satin?,16,archive
2,Thinking of joining the Navy,26,archive
2,No Sexxx,21,archive
2,anal,19,archive
2,having a daughter vs having a son,14,archive
2,Pee breaks during sex...,11,archive
2,Vasectomy Experiences?,9,archive
2,Sympathy weight gain,21,archive
2,Selfishly Horny,17,archive
2,why am I the punching bag,20,archive
2,The dog and my wife,12,archive
2,Is George Carlin right?,54,archive
2,pregnancy gift for wife,59,archive
2,NOT MORNING SICKNESS (all DAY SICKNESS),19,archive
2,Best sexual positions,19,archive
2,men's opinion on circumcision,38,archive
2,guys reactions to pregnancy?,18,archive
2,Diaper bag,25,archive
2,Question about C-sections,10,archive
2,Gay baby shower,11,archive
2,Dirty nursery rhymes ?,30,archive
2,sex in the first trimester,17,archive
2,Was your wife's mother in the room during delivery,36,archive
2,"Finding out the gender tomorrow, very nervous",12,archive
2,50 Shades of Grey-guys perspective,26,archive
2,motorcycle riding,19,archive
2,What are the best thin condoms? ,25,archive
2,Pregnant wife = Fat husband?,10,archive
2,Wife forbids me to get tattoos,31,archive
2,Walking Dead Season 3,7,archive
2,Facebook announcement ideas ... For guys,12,archive
2,First Time Dad Needs Some Input,9,archive
2,no sex and it's KILLING me!,40,archive
2,for dads who helped potty train their son,12,archive
2,Excessive fights during pregnancy,32,archive
2,past coming back to haunt me,50,archive
2,calling your wife beautiful ,20,archive
2,My husband wants to have sex...,21,archive
2,"Rear facing infant seat, regular can pickup truck.",12,archive
2,Video Game Raging,8,archive
2,More sex or less sex?!?!,27,archive
2,no belly touching during sex ,14,archive
3,Being with my wife is so stressful. ,18,archive
3,girl disappointment,19,archive
3,big baby,18,archive
3,Arguing more,7,archive
3,CBR vs. Viacord,7,archive
3,3rd is a...,5,archive
3,Car Seat Trouble,29,archive
3,Songs that Daddy sings,11,archive
3,Baby Girl Calling Everybody Daddy,8,archive
3,Hospital Bag - For Us Men,23,archive
3,What to do? Baby needs soft bed. ,11,archive
3,"she left me and she is pregnant,my heart will explode :(((((",11,archive
3,building a dog house,14,archive
3,sex & breast milk,26,archive
3,When to take baby to sporting event,7,archive
3,"Dating Less Than 3 Months, How To Tell Him Im Pregnant?",15,archive
3,33 years old; hope I'm not too old!,13,archive
3,Baby's Sex,9,archive
3,Watching birth of your child ,32,archive
3,Short Term Disability Question,9,archive
3,"Husband afraid sex will ""hurt"" baby and I",10,archive
3,Dads opinions on girl names,19,archive
3,Baby Girl rejecting daddy?,7,archive
3,"baby shower, say what?",9,archive
3,Am I the only one stuck doing night time feedings?,21,archive
3,DH sad about having girl,13,archive
3,What are you looking forward to?,24,archive
3,husband doesn't want sex,13,archive
3,How important is a Junior?,19,archive
3,having a girl and I'm a little worried,9,archive
3,Overwhelmed/anxious/depressed,8,archive
3,Baby monitors ,10,archive
3,How much time did you take off work?,20,archive
3,8yo daughter cries over homework constantly,18,archive
3,Tall women vs. Short women ,13,archive
3,Baby Monitors: Audio or Video?,11,archive
3,Any Men Feeling Pregnancy Symptoms?,21,archive
3,stripper at daddy shower,16,archive
3,PSA: Porn Star Name Game,29,archive
3,distant husband syndrome ,10,archive
3,How long does it take to knock the wife up!?,30,archive
3,Peeing in front of son?,11,archive
3,is it normal or does she hate me,28,archive
3,What first glass of red wine should I have?!,12,archive
3,Friday Fun Facts (August 26),14,archive
3,Halloween Costumes,31,archive
3,Is my kid becoming a brat?,15,archive
3,sex drive after baby,9,archive
3,Post vasectomy,13,archive
3,View on pregnant women,16,archive
4,Willy getting big in bath,23,archive
4,can he really change?,5,archive
4,Father of a girl,24,archive
4,A dad's view on circumcision.,49,archive
4,Apps For Adults (and I'm not talking about XXX),15,archive
4,BF a turn on?,10,archive
4,Overprotective wife??,8,archive
4,Dad Co Sleeping w/ pre teen daughter? ,37,archive
4,Headphones on the belly,8,archive
4,Sex Positions,37,archive
4,natural birth,47,archive
4,Dad can't handle the crying,9,archive
4,Gender reveal? No party.,8,archive
4,445 calories a day...,37,archive
4,Circumcision? Wanting the guys' opini...,171,archive
4,Beautiful not sexy,11,archive
4,Skin to Skin Contact,11,archive
4,squeamish dad in delivery room?,10,archive
4,Baby Doesn't Like To Be By Dad ,9,archive
4,Third Shift Dads,8,archive
4,Can I Get A Reach Around or Something?!,18,archive
4,Reading to Your Unborn Baby,7,archive
4,sex better while pregnant ?,20,archive
4,Problem with husband/mother in law; Need advise.,26,archive
4,can't keep up with the wife,17,archive
4,Any Single Dad's in the Portland OREGON Metro area?,11,archive
4,Is my baby daddy cheating??,11,archive
4,stress of first time fathers,8,archive
4,Gift for Dad after the birth. ,9,archive
4,Wife doesn't want any affection from me,16,archive
4,couples baby shower,9,archive
4,Newborn Frustration,12,archive
4,A bro shower!!,10,archive
4,1st time mom needs advice from uncut men please,30,archive
4,Nympho???,36,archive
4,Dad not allowed in ultrasound?,34,archive
4,is it safe still have sex while wife is 2 months along?,12,archive
4,Breast milk for daddy ,16,archive
4,Abu el Banat - It's a girl!,9,archive
4,Girlfriend Emotional Mess??,9,archive
4,hot pregnant wife..,7,archive
4,He finds the baby bump gross,9,archive
4,7 weeks pregnant and not interested,10,archive
4,Feeling baby move for the first time,9,archive
4,wife's weight gain,53,archive
4,Will my son be a sissy?,16,archive
4,Help me determine the sex of our baby (ultrasound video inside),16,archive
4,alcoholic baby daddy,28,archive
4,father not as excited as I'd hope,9,archive
4,Sex after Baby birth ...,8,archive
5,push gift for wife,23,archive
5,sympathy symptoms,30,archive
5,My wife is sleep deprived and getting borderline crazy. Suggestions?,8,archive
5,wife does not cry in front of me because of past issue,19,archive
5,Anyone tried breast milk?,12,archive
5,can I hurt my baby If I have sex with my wife,7,archive
5,pregnant sex but not in a relationship,24,archive
5,Taking my wife on a long road trip at eight months pregnant - Bad Idea?,27,archive
5,drinking while spouse is pregnant,45,archive
5,my girlfriend wants an abortion and I don't,86,archive
5,"loves me,????? doesn't want to lose me?????",17,archive
5,Is your wife looking at being a stay at home Mom? Suggestions?,31,archive
5,Emotions you felt when your baby was born,9,archive
5,good pregnancy books for dads to be?,13,archive
5,Dads who are nesting...,8,archive
5,First timers...husband is afraid of delivery room,14,archive
5,spanking,46,archive
5,Guys point of view- breast reduction ,11,archive
5,My pregnant girlfriend really hates me or it's the hormones?HELP PLEASE!,35,archive
5,Do you know why she wants to bear your child???,7,archive
5,Crazy Babymama! Help with custody!,14,archive
5,pregnant sex but not in a relationship,22,archive
5,Comfort of mom and dad at the first prenatal visit,43,archive
5,How do explain to a man why affection is important? (TMI),10,archive
5,Baby movement in late pregnancy.,7,archive
5,When Should Our Daughter Get her ears ear pierced??????,30,archive
5,My Wife Is Driving Me Crazy! ,18,archive
5,"First time expectant Dad, excited and terrified!",7,archive
5,Good Stroller/Car Seat Brands,9,archive
5,Do dads have to wear scrubs if delivering in a hospital???,10,archive
5,2nd baby W/ 2nd baby mama.......,18,archive
5,middle name for Xavier,16,archive
5,What to do with a man who has walk out on baby and mom?,16,archive
5,What are your favorite father/daughter songs?,18,archive
5,She's got lower back pain...relief?,15,archive
5,advice for emotionless husband?,9,archive
5,"Keeping Relationship ""Healthy"" During Pregnancy",7,archive
5,how old do they get out of infant car seats?,7,archive
5,Husband and mid-life crisis???,12,archive
5,dont want a kid but wife is pregnant,59,archive
5,Gift for Dad at birth,7,archive
5,"My wife's lost her damn mind, and I'm about to lose mine too",15,archive
5,Dad's really disappointed it's a girl,10,archive
5,Is it possible to say he lied about cheating?,13,archive
5,What Expectant Fathers Want. (Funny),9,archive
5,Letter To My Unborn Baby,26,archive
5,"possible teen father, need advice!!!!",6,archive
5,Need some input guys! Thanks! OT,2,archive
5,Crib Tents,2,archive
5,I could use some male advice,6,archive
6,Convertable Cribs -vs- the other options,6,archive
6,New Life,6,archive
6,Pictures at last,6,archive
6,Things I've learned...,6,archive
6,NEW TO SITE EXPECTING A GIRL SOON,2,archive
6,baby showers,2,archive
6,mom seeking daddy advice,0,archive
6,Read Heidi's Holiday Blog! ,0,archive
6,happy happy merry merry! ,0,archive
6,testing -qa - patch,0,archive
6,What branch of service/fire/police,1,archive
6,NEED to know what you were having?,2,archive
6,Dad's with daughters.... HELP!!!!,2,archive
6,Do you think he will prapose?,5,archive
6,Tough night (very long),1,archive
6,I want my husband to show me his exitmen,0,archive
6,Any day now.... time has flown ,1,archive
6,I'm a Mom who needs help supporting Dad!,0,archive
6,how young is too young,1,archive
6,"August Toddler Idol, please vote!!",0,archive
6,Car rear seats,0,archive
6,Need your perspective on circumcision,2,archive
6,For MEN with SAHW/M,0,archive
6,Diabetic Dads ?,0,archive
